Country Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Switzerland,..,..,9.6,9.9,10.0,10.1,10.2,10.2,10.6,10.9,11.3,11.3,11.2,10.8,10.6,10.7,11.4,11.5,..,..
Syrian Arab Republic,..,..,5.5,5.5,5.3,5.1,5.2,4.9,4.9,5.0,5.1,4.5,4.1,3.8,3.8,3.4,3.5,3.4,..,..
Tajikistan,..,..,3.1,3.1,3.6,3.6,3.9,4.6,4.6,4.5,4.5,4.3,4.8,4.9,5.3,5.6,5.9,6.0,..,..
Tanzania,..,..,3.8,4.0,3.9,3.9,4.0,3.8,3.7,3.5,4.3,4.0,3.9,6.5,5.7,5.5,5.5,6.0,..,..
Thailand,..,..,3.5,3.8,4.0,3.7,3.5,3.4,3.3,3.7,3.6,3.5,3.5,3.5,3.6,4.0,4.2,3.9,..,..
Timor-Leste,..,..,9.5,6.5,10.5,19.3,9.9,8.4,8.2,8.7,9.7,12.7,16.3,17.9,15.4,13.8,11.9,9.1,..,..
Togo,..,..,4.5,4.6,4.5,4.6,4.6,4.6,5.3,5.1,5.6,5.8,5.8,6.8,6.6,6.8,7.4,7.7,..,..
Tonga,..,..,5.0,4.9,5.0,5.6,5.8,5.6,6.5,5.6,5.3,5.0,4.7,5.5,6.8,6.2,4.7,5.1,..,..
Trinidad and Tobago,..,..,4.7,4.3,4.2,3.7,4.3,3.9,4.1,4.8,4.9,5.0,5.7,5.0,4.8,4.5,5.8,5.7,..,..
Tunisia,..,..,6.1,5.7,5.6,5.7,5.8,6.0,5.8,5.8,5.9,6.2,6.2,6.2,6.2,6.2,6.4,6.2,..,..
Turkey,..,..,2.5,2.9,3.1,3.6,4.8,4.9,5.2,5.4,5.3,5.4,5.4,5.8,6.0,6.1,6.7,6.7,..,..
Turkmenistan,..,..,3.1,3.2,4.8,4.8,3.5,4.0,3.7,3.5,3.8,3.6,3.2,2.7,2.5,1.9,2.5,2.5,..,..
Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,..,..,7.4,9.0,8.1,8.2,8.9,12.4,9.5,8.3,10.1,8.8,9.0,13.5,11.8,19.5,14.3,16.4,..,..
Uganda,..,..,5.4,5.5,5.1,5.3,6.3,6.6,7.3,7.5,7.4,7.3,7.8,8.9,8.4,8.6,8.5,9.0,..,..
Ukraine,..,..,6.7,6.1,6.0,6.6,5.9,5.6,5.6,6.2,7.0,6.6,6.9,6.4,6.4,6.6,7.8,7.7,..,..
United Arab Emirates,..,..,4.0,3.8,3.8,4.1,3.8,3.2,3.7,3.4,3.2,2.9,2.7,2.3,2.5,3.0,4.4,3.7,..,..
United Kingdom,..,..,6.8,6.8,6.6,6.7,6.9,7.0,7.3,7.6,7.8,8.0,8.3,8.5,8.4,8.9,9.8,9.6,..,..
United States,..,..,13.6,13.5,13.4,13.4,13.4,13.4,14.1,14.8,14.6,14.7,14.7,15.9,16.1,16.5,17.6,17.9,..,..
Uruguay,..,..,15.6,13.0,9.3,10.1,11.2,11.2,11.2,11.0,9.7,8.5,8.2,8.3,7.9,7.7,8.4,8.4,..,..
Uzbekistan,..,..,5.2,5.4,5.2,6.4,6.0,5.7,5.7,5.5,5.2,4.9,4.8,5.8,5.5,5.4,5.9,5.8,..,..
Vanuatu,..,..,3.0,2.6,3.2,3.5,3.5,3.7,3.7,3.9,3.8,3.5,3.6,3.2,3.8,4.3,4.9,5.2,..,..
"Venezuela, RB",..,..,4.2,3.5,3.9,4.5,5.7,5.7,6.0,5.7,5.9,5.6,5.4,5.7,5.8,5.4,6.0,4.9,..,..
Vietnam,..,..,5.0,5.0,4.8,5.1,5.0,5.4,5.7,5.2,5.3,5.7,6.0,6.4,7.0,6.6,6.9,6.8,..,..
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",..,..,4.5,4.7,4.6,5.4,4.7,4.5,4.8,4.7,5.7,5.3,4.9,5.3,5.3,5.4,5.5,5.2,..,..
Zambia,..,..,5.6,5.9,6.2,6.5,5.8,5.7,5.9,6.6,6.6,6.6,7.0,6.3,5.8,6.1,6.2,5.9,..,..
Zimbabwe,..,..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,..,..,..,..,..,..,..,..,..,..,..
